orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment
119,87,10,3,37,41233.56,0.05,R,F,6/22/1998,1/17/1997,2/15/1994,NONE,SHIP,line comment 3810
77,164,4,4,10,81081.2,0.01,A,F,7/15/1994,1/7/1993,1/26/1998,DELIVER IN PERSON,MAIL,line comment 3811
137,37,2,5,48,66988.86,0,N,O,6/23/1994,3/18/1996,7/27/1997,TAKE BACK RETURN,FOB,line comment 3812
1078,73,9,6,31,37699.59,0.01,R,F,9/5/1993,5/12/1996,12/20/1994,NONE,REG AIR,line comment 3813
339,159,1,7,22,74526.68,0.08,A,F,1/19/1995,12/27/1995,3/6/1996,DELIVER IN PERSON,TRUCK,line comment 3814
1230,188,3,1,6,2740.31,0.08,A,O,5/30/1995,8/13/1997,5/15/1993,TAKE BACK RETURN,RAIL,line comment 3815
685,195,9,2,25,27035.86,0.1,A,O,9/12/1995,9/29/1996,12/5/1993,TAKE BACK RETURN,SHIP,line comment 3816
48,11,5,3,41,15336.6,0.05,A,O,6/2/1998,1/30/1993,1/4/1998,TAKE BACK RETURN,MAIL,line comment 3817
437,140,3,4,30,91974.45,0.02,R,F,11/5/1996,6/4/1995,8/18/1995,COLLECT COD,REG AIR,line comment 3818
120,109,4,5,26,80248.09,0.02,R,O,10/13/1996,2/9/1998,8/24/1995,COLLECT COD,MAIL,line comment 3819
989,94,1,6,1,8319.74,0.08,N,O,10/3/1997,8/31/1996,4/23/1996,DELIVER IN PERSON,FOB,line comment 3820
216,12,2,7,21,73228.23,0,A,O,7/21/1998,2/6/1996,1/13/1996,COLLECT COD,MAIL,line comment 3821
1190,151,4,1,3,38729.25,0,R,O,8/7/1993,8/2/1997,3/22/1993,DELIVER IN PERSON,REG AIR,line comment 3822
1366,135,7,2,34,96946.6,0.08,R,F,4/9/1996,11/6/1998,5/26/1996,COLLECT COD,MAIL,line comment 3823
1071,91,8,3,23,20155.72,0.1,R,F,5/18/1997,11/16/1997,4/16/1996,NONE,MAIL,line comment 3824
178,155,4,4,38,19151.06,0.1,N,F,4/5/1993,6/19/1994,7/29/1997,TAKE BACK RETURN,SHIP,line comment 3825
870,99,1,5,40,29963.18,0.02,A,F,1/5/1994,12/17/1994,2/21/1995,DELIVER IN PERSON,SHIP,line comment 3826
45,188,4,6,39,57868.21,0.01,A,F,1/14/1995,2/13/1998,8/5/1998,TAKE BACK RETURN,FOB,line comment 3827
1208,63,9,7,15,13407.5,0.05,R,O,4/2/1996,3/17/1997,8/24/1994,COLLECT COD,RAIL,line comment 3828
1498,120,4,1,32,36062.22,0.06,A,F,6/13/1995,6/2/1998,4/1/1998,TAKE BACK RETURN,MAIL,line comment 3829
1044,37,8,2,4,91764.61,0.08,R,F,12/29/1996,5/13/1996,5/10/1997,DELIVER IN PERSON,SHIP,line comment 3830
1312,63,8,3,44,67156.78,0.1,A,F,4/27/1993,12/1/1998,2/26/1994,NONE,REG AIR,line comment 3831
1456,52,7,4,50,71279.85,0.05,A,F,11/17/1998,8/6/1997,4/14/1994,DELIVER IN PERSON,TRUCK,line comment 3832
1468,89,6,5,21,3353.83,0.08,R,O,2/11/1994,6/27/1993,7/16/1998,NONE,AIR,line comment 3833
823,194,10,6,39,65992.53,0.01,R,O,11/5/1998,12/20/1993,3/5/1997,DELIVER IN PERSON,RAIL,line comment 3834
17,21,3,7,32,8382.13,0.1,R,O,2/12/1998,4/24/1994,12/29/1996,TAKE BACK RETURN,MAIL,line comment 3835
100,96,2,1,42,91755.23,0.02,N,F,5/18/1997,5/27/1998,9/6/1997,DELIVER IN PERSON,SHIP,line comment 3836
138,155,5,2,18,26576.45,0.02,A,F,5/29/1994,12/9/1993,1/6/1993,COLLECT COD,REG AIR,line comment 3837
505,33,6,3,16,18912.45,0.01,R,F,4/25/1998,7/28/1994,5/9/1994,COLLECT COD,MAIL,line comment 3838
1256,145,1,4,3,84859.1,0.04,R,F,9/15/1998,10/27/1995,4/18/1995,DELIVER IN PERSON,TRUCK,line comment 3839
810,54,2,5,9,81553.01,0.01,N,F,2/21/1996,2/7/1998,3/8/1993,DELIVER IN PERSON,FOB,line comment 3840
1398,82,5,6,35,52398,0.04,R,F,3/23/1993,2/16/1995,3/24/1994,DELIVER IN PERSON,MAIL,line comment 3841
1183,149,8,7,7,16364.49,0.05,N,F,1/15/1993,2/28/1994,8/25/1995,NONE,REG AIR,line comment 3842
844,66,8,1,2,97916.33,0.05,N,F,1/16/1998,6/17/1994,1/11/1996,COLLECT COD,TRUCK,line comment 3843
683,60,10,2,36,72689.59,0.04,R,O,4/25/1996,4/4/1998,7/2/1994,DELIVER IN PERSON,AIR,line comment 3844
568,85,9,3,29,80446.16,0.05,R,O,10/23/1998,12/26/1994,6/26/1994,COLLECT COD,TRUCK,line comment 3845
197,142,1,4,47,51204.72,0.08,R,F,6/15/1994,6/10/1998,6/3/1994,NONE,MAIL,line comment 3846
719,32,10,5,29,62354.84,0.05,N,F,1/16/1996,12/8/1997,6/26/1998,NONE,REG AIR,line comment 3847
31,107,4,6,10,7698.5,0,A,F,2/27/1995,4/24/1996,3/30/1995,TAKE BACK RETURN,RAIL,line comment 3848
911,187,6,7,2,71954.92,0.05,R,O,9/20/1996,7/28/1995,2/28/1998,COLLECT COD,SHIP,line comment 3849
1069,108,9,1,14,72521.97,0.1,A,O,6/29/1996,11/11/1994,10/23/1994,NONE,AIR,line comment 3850
917,115,5,2,50,23910.45,0,A,F,1/16/1995,1/31/1993,2/28/1995,COLLECT COD,FOB,line comment 3851
20,87,9,3,17,52108.34,0.01,R,F,5/8/1998,10/4/1996,7/30/1994,COLLECT COD,MAIL,line comment 3852
626,4,3,4,6,89267.91,0.02,N,F,5/18/1993,6/29/1994,7/13/1993,COLLECT COD,MAIL,line comment 3853
764,197,4,5,44,87005.24,0.1,R,O,5/20/1996,8/11/1993,5/29/1994,DELIVER IN PERSON,SHIP,line comment 3854
826,97,7,6,43,76604.02,0.04,A,F,3/24/1995,2/13/1995,7/26/1997,NONE,FOB,line comment 3855
1241,148,8,7,25,76933.79,0.05,A,F,10/18/1993,4/13/1994,6/20/1995,NONE,SHIP,line comment 3856
1020,128,4,1,21,76414.41,0.04,R,F,5/16/1997,6/30/1996,10/2/1994,COLLECT COD,RAIL,line comment 3857
858,103,4,2,33,68253.84,0.08,N,F,6/17/1997,1/27/1995,9/29/1998,DELIVER IN PERSON,FOB,line comment 3858
1046,45,5,3,6,11034.79,0.05,A,F,4/2/1997,2/13/1998,1/24/1993,NONE,REG AIR,line comment 3859
65,110,6,4,17,70287.77,0.01,A,F,12/4/1995,7/17/1998,6/14/1997,NONE,RAIL,line comment 3860
1223,5,8,5,12,97481.84,0.08,R,O,1/26/1996,11/28/1996,2/20/1994,COLLECT COD,FOB,line comment 3861
1158,56,4,6,16,28025.95,0.06,R,F,11/4/1994,9/25/1997,9/16/1996,DELIVER IN PERSON,SHIP,line comment 3862
1217,77,8,7,45,56243.32,0.02,R,O,8/4/1993,11/2/1996,10/15/1997,TAKE BACK RETURN,TRUCK,line comment 3863
560,145,9,1,48,86124.86,0.08,A,O,11/19/1994,8/1/1995,5/7/1996,NONE,RAIL,line comment 3864
1043,151,3,2,20,40635.76,0.08,R,O,4/19/1995,2/18/1994,3/18/1996,COLLECT COD,TRUCK,line comment 3865
1064,58,2,3,14,79305.93,0.02,A,O,7/15/1993,5/20/1997,10/10/1998,TAKE BACK RETURN,TRUCK,line comment 3866
895,135,8,4,45,28361.58,0.05,N,O,11/18/1998,1/14/1993,2/17/1998,DELIVER IN PERSON,FOB,line comment 3867
515,30,9,5,6,102417.89,0.08,N,F,11/4/1995,8/3/1998,12/3/1993,TAKE BACK RETURN,REG AIR,line comment 3868
550,6,6,6,4,75140.21,0.06,R,O,3/9/1998,9/22/1993,5/10/1996,NONE,REG AIR,line comment 3869
800,21,5,7,8,88980.04,0.1,N,O,11/22/1994,12/24/1997,6/24/1996,DELIVER IN PERSON,SHIP,line comment 3870
1393,85,9,1,23,9419.36,0.02,A,O,11/16/1998,2/28/1998,5/3/1993,DELIVER IN PERSON,RAIL,line comment 3871
179,143,10,2,48,25445.29,0.1,N,O,7/6/1995,5/2/1993,6/29/1996,COLLECT COD,SHIP,line comment 3872
532,171,10,3,26,4698,0.01,A,F,1/9/1997,1/2/1995,6/28/1997,COLLECT COD,RAIL,line comment 3873
896,114,1,4,42,35751.2,0.01,R,O,11/17/1997,1/10/1997,1/13/1998,DELIVER IN PERSON,MAIL,line comment 3874
307,191,9,5,21,29898.66,0,N,O,1/15/1996,1/14/1997,8/14/1998,NONE,AIR,line comment 3875
1102,184,7,6,35,53208.84,0.1,R,F,11/19/1993,11/7/1993,12/21/1994,DELIVER IN PERSON,MAIL,line comment 3876
1234,165,4,7,16,30212.66,0.08,R,O,12/5/1996,5/25/1997,8/22/1994,TAKE BACK RETURN,MAIL,line comment 3877
782,23,2,1,15,35660.88,0.08,N,F,5/10/1995,8/25/1993,8/5/1996,TAKE BACK RETURN,RAIL,line comment 3878
620,129,8,2,28,17724.8,0.05,N,O,3/11/1997,10/30/1997,11/11/1995,TAKE BACK RETURN,RAIL,line comment 3879
1050,162,6,3,18,39954.7,0.05,R,O,9/30/1995,5/17/1994,11/16/1997,TAKE BACK RETURN,FOB,line comment 3880
1079,155,6,4,22,58533.22,0.08,N,O,12/6/1997,6/11/1996,1/20/1998,NONE,AIR,line comment 3881
156,157,10,5,14,64699.08,0,A,O,5/20/1997,5/31/1994,3/29/1997,DELIVER IN PERSON,MAIL,line comment 3882
1478,113,5,6,35,97193.55,0.08,N,O,3/1/1997,5/29/1997,3/29/1995,TAKE BACK RETURN,REG AIR,line comment 3883
958,19,9,7,34,1789.72,0.04,R,F,11/22/1993,3/29/1993,2/12/1998,NONE,TRUCK,line comment 3884
692,78,6,1,8,72722.73,0,R,F,8/22/1997,11/14/1997,5/16/1997,COLLECT COD,REG AIR,line comment 3885
1446,142,2,2,25,78854.86,0.04,N,O,3/10/1995,7/30/1994,12/22/1994,COLLECT COD,AIR,line comment 3886
473,126,10,3,4,95097.15,0.02,A,O,8/21/1993,5/6/1993,5/22/1996,TAKE BACK RETURN,FOB,line comment 3887
358,60,4,4,46,77602.88,0.1,R,F,1/14/1994,6/11/1995,7/18/1998,TAKE BACK RETURN,REG AIR,line comment 3888
1230,34,10,5,48,37008.5,0,A,O,1/3/1995,9/26/1994,4/9/1993,DELIVER IN PERSON,MAIL,line comment 3889
548,183,1,6,14,47091.96,0.05,A,F,4/27/1998,7/22/1993,4/20/1998,NONE,FOB,line comment 3890
1103,35,4,7,41,9044.9,0.01,R,F,9/29/1994,7/2/1996,9/9/1995,COLLECT COD,AIR,line comment 3891
1409,5,4,1,28,59268.53,0.01,N,O,2/26/1993,8/22/1995,11/12/1997,TAKE BACK RETURN,REG AIR,line comment 3892
613,185,1,2,50,87646.63,0.04,R,F,10/15/1993,8/23/1997,11/10/1993,NONE,SHIP,line comment 3893
1035,29,2,3,27,9976.55,0.06,N,F,3/18/1994,3/27/1996,9/12/1994,COLLECT COD,MAIL,line comment 3894
1462,174,9,4,16,7506.48,0.1,A,O,11/5/1996,8/26/1994,6/21/1993,DELIVER IN PERSON,AIR,line comment 3895
325,59,3,5,3,104501.95,0.01,A,O,5/24/1998,8/1/1998,5/13/1996,TAKE BACK RETURN,FOB,line comment 3896
548,32,1,6,16,84235.3,0.01,A,O,6/19/1996,6/11/1996,1/9/1996,NONE,MAIL,line comment 3897
1225,195,5,7,22,26720.41,0.05,N,F,12/29/1995,8/15/1998,9/20/1996,NONE,TRUCK,line comment 3898
1039,172,4,1,48,52864.38,0.02,N,O,6/19/1994,9/27/1993,3/13/1997,TAKE BACK RETURN,RAIL,line comment 3899
1214,114,10,2,39,91018.69,0,A,O,9/11/1995,9/10/1995,6/24/1996,DELIVER IN PERSON,RAIL,line comment 3900
714,12,6,3,43,78671.87,0.02,A,F,8/15/1994,4/13/1995,3/12/1994,DELIVER IN PERSON,TRUCK,line comment 3901
1123,120,8,4,49,17305.39,0.05,R,F,9/29/1993,12/25/1993,4/6/1998,TAKE BACK RETURN,REG AIR,line comment 3902
257,186,1,5,35,46465.94,0.02,R,O,9/5/1997,7/10/1998,2/12/1997,DELIVER IN PERSON,RAIL,line comment 3903
1480,8,9,6,6,72539.61,0.05,A,O,7/12/1993,11/10/1996,1/4/1995,COLLECT COD,RAIL,line comment 3904
1142,42,6,7,25,36747.87,0.01,N,F,8/21/1997,9/15/1994,8/31/1998,DELIVER IN PERSON,RAIL,line comment 3905
562,108,10,1,20,64254.42,0.08,N,F,2/2/1997,6/26/1993,9/4/1998,NONE,REG AIR,line comment 3906
30,67,3,2,42,61963.12,0.06,N,F,4/29/1998,5/18/1998,5/13/1995,DELIVER IN PERSON,FOB,line comment 3907
792,58,3,3,29,59054.11,0.1,N,F,6/4/1994,4/25/1996,4/19/1994,COLLECT COD,MAIL,line comment 3908
123,56,8,4,44,20879.39,0,A,F,10/30/1993,3/3/1993,4/26/1993,COLLECT COD,MAIL,line comment 3909
49,112,3,5,14,33952.32,0.02,R,F,9/16/1996,12/5/1993,2/24/1997,TAKE BACK RETURN,RAIL,line comment 3910
806,10,5,6,33,98579.16,0.04,N,F,9/10/1998,2/14/1994,6/30/1996,COLLECT COD,SHIP,line comment 3911
1465,193,9,7,18,23773.93,0.05,A,O,4/5/1994,6/13/1996,11/18/1996,NONE,TRUCK,line comment 3912
402,60,1,1,47,30694.91,0.08,R,O,8/11/1995,6/8/1995,6/30/1993,NONE,FOB,line comment 3913
717,61,6,2,50,9362.45,0.01,N,F,10/5/1998,5/29/1994,9/15/1994,NONE,AIR,line comment 3914
1167,168,5,3,35,69944.81,0.05,N,F,9/16/1993,3/14/1995,9/3/1995,COLLECT COD,RAIL,line comment 3915
723,87,7,4,12,85631.46,0.04,A,F,4/10/1997,8/31/1993,10/3/1994,COLLECT COD,RAIL,line comment 3916
1016,173,10,5,41,56190.51,0.06,A,O,5/1/1996,1/17/1998,2/22/1997,DELIVER IN PERSON,MAIL,line comment 3917
156,140,4,6,12,100330.38,0.05,A,F,8/25/1996,2/12/1994,11/11/1995,TAKE BACK RETURN,RAIL,line comment 3918
1493,117,10,7,41,18301.51,0.01,A,O,6/16/1993,1/30/1996,3/16/1993,DELIVER IN PERSON,TRUCK,line comment 3919
64,144,4,1,29,82913.66,0.08,N,F,2/14/1994,9/17/1995,6/19/1996,TAKE BACK RETURN,MAIL,line comment 3920
1263,119,6,2,12,10819.26,0.06,N,O,9/15/1995,7/18/1998,9/2/1996,COLLECT COD,AIR,line comment 3921
48,165,1,3,35,39984.34,0.02,N,O,11/13/1995,7/5/1996,3/20/1995,TAKE BACK RETURN,AIR,line comment 3922
704,10,1,4,46,35664.74,0.01,N,O,7/23/1995,4/22/1998,1/1/1996,DELIVER IN PERSON,REG AIR,line comment 3923
1480,67,3,5,34,62424.5,0.06,N,F,10/18/1998,11/29/1993,6/5/1993,COLLECT COD,AIR,line comment 3924
1091,182,9,6,28,33237.9,0.01,R,O,7/26/1994,5/7/1997,8/11/1995,NONE,SHIP,line comment 3925
1254,191,4,7,32,49631.83,0.02,A,O,9/1/1997,1/24/1993,11/17/1996,NONE,AIR,line comment 3926
515,91,4,1,6,87863.08,0.06,A,O,1/23/1993,2/15/1993,3/31/1996,COLLECT COD,SHIP,line comment 3927
293,177,7,2,40,29248.53,0.01,A,F,9/27/1998,4/13/1996,4/7/1996,COLLECT COD,MAIL,line comment 3928
1292,3,3,3,44,52142.27,0.04,A,O,12/14/1995,7/21/1995,3/24/1993,DELIVER IN PERSON,FOB,line comment 3929
144,30,5,4,7,83199.13,0,N,F,1/7/1994,11/11/1996,3/11/1997,TAKE BACK RETURN,FOB,line comment 3930
1037,79,5,5,28,18403.02,0.08,N,O,10/31/1995,9/28/1996,5/24/1995,NONE,SHIP,line comment 3931
44,132,3,6,49,66888.34,0.1,N,O,12/23/1996,12/4/1998,12/25/1998,DELIVER IN PERSON,TRUCK,line comment 3932
1402,132,9,7,6,25142.82,0.1,N,F,9/1/1996,7/14/1995,8/11/1994,TAKE BACK RETURN,RAIL,line comment 3933
292,137,5,1,20,40526.85,0.06,R,F,4/20/1996,5/30/1995,12/24/1997,COLLECT COD,RAIL,line comment 3934
457,196,3,2,14,100507.84,0.02,N,F,11/22/1998,9/6/1993,7/2/1996,NONE,MAIL,line comment 3935
778,91,6,3,9,50522.98,0.05,A,F,10/18/1994,1/10/1995,12/11/1995,NONE,FOB,line comment 3936
1040,26,9,4,4,18120.01,0.04,R,F,4/30/1993,4/8/1993,8/27/1996,DELIVER IN PERSON,SHIP,line comment 3937
1000,163,5,5,16,69510.13,0.02,A,O,7/13/1995,11/28/1995,2/22/1996,TAKE BACK RETURN,RAIL,line comment 3938
607,195,1,6,35,91161.66,0.01,R,O,8/14/1994,10/21/1993,3/13/1996,TAKE BACK RETURN,RAIL,line comment 3939
1483,64,8,7,15,23438.18,0.05,N,O,2/14/1995,8/10/1996,8/12/1996,NONE,AIR,line comment 3940
544,30,6,1,49,72659.22,0.04,R,F,5/6/1994,3/30/1994,8/20/1993,TAKE BACK RETURN,SHIP,line comment 3941
849,93,3,2,37,14948.4,0.04,A,F,10/23/1997,3/7/1994,11/27/1995,DELIVER IN PERSON,FOB,line comment 3942
650,169,8,3,1,54225.57,0.02,R,F,2/14/1996,8/13/1997,11/30/1996,COLLECT COD,SHIP,line comment 3943
1413,60,7,4,2,51659.94,0.04,R,O,4/30/1998,3/11/1997,8/3/1995,TAKE BACK RETURN,RAIL,line comment 3944
1023,16,1,5,12,11106.62,0.08,A,F,8/6/1993,12/13/1998,4/25/1995,DELIVER IN PERSON,SHIP,line comment 3945
491,17,1,6,11,81172.67,0.08,N,F,9/4/1994,1/10/1997,8/2/1996,TAKE BACK RETURN,SHIP,line comment 3946
811,101,8,7,31,28390.16,0.05,N,F,3/31/1995,8/12/1994,2/12/1994,TAKE BACK RETURN,RAIL,line comment 3947
1213,117,5,1,34,26616.7,0,N,O,9/11/1998,4/14/1995,12/28/1995,TAKE BACK RETURN,SHIP,line comment 3948
1272,182,6,2,31,84673.63,0.04,R,O,6/16/1995,3/7/1994,8/22/1996,NONE,MAIL,line comment 3949
167,135,9,3,46,84425.24,0.02,A,O,2/5/1998,8/5/1997,5/11/1998,DELIVER IN PERSON,RAIL,line comment 3950
900,57,3,4,14,45759.22,0.01,N,O,5/6/1997,2/18/1998,1/9/1998,NONE,FOB,line comment 3951
982,189,3,5,18,85319.79,0.05,N,F,6/16/1998,10/31/1996,7/13/1995,COLLECT COD,TRUCK,line comment 3952
1426,112,3,6,47,82670.97,0.1,R,F,2/19/1994,9/8/1994,1/25/1996,COLLECT COD,FOB,line comment 3953
80,10,8,7,27,69418.41,0,A,O,6/24/1995,5/2/1995,6/5/1995,DELIVER IN PERSON,TRUCK,line comment 3954
453,160,3,1,33,51951.38,0.04,N,O,9/12/1997,8/25/1998,2/2/1998,DELIVER IN PERSON,REG AIR,line comment 3955
673,190,2,2,25,15672.23,0.1,N,F,6/20/1995,3/9/1998,5/20/1995,NONE,SHIP,line comment 3956
1271,76,8,3,50,94524.62,0.06,A,F,5/31/1993,2/14/1998,11/2/1994,COLLECT COD,AIR,line comment 3957
316,188,10,4,42,42382.18,0.01,N,F,8/13/1997,6/28/1994,6/1/1997,TAKE BACK RETURN,MAIL,line comment 3958
876,60,10,5,42,84828.95,0.08,R,F,1/30/1998,8/2/1995,3/5/1997,COLLECT COD,TRUCK,line comment 3959
754,3,5,6,16,42834.97,0,N,F,1/19/1997,4/13/1994,3/13/1995,COLLECT COD,AIR,line comment 3960
650,39,9,7,33,60594.32,0.01,A,O,2/25/1998,1/19/1993,4/6/1998,DELIVER IN PERSON,TRUCK,line comment 3961
357,96,7,1,31,89602.93,0.08,A,O,10/17/1998,8/24/1997,10/13/1997,NONE,RAIL,line comment 3962
297,44,3,2,11,58363.55,0,A,F,4/18/1993,4/19/1996,5/8/1997,TAKE BACK RETURN,RAIL,line comment 3963
1151,111,7,3,45,43896.72,0.01,R,O,1/12/1997,7/11/1997,12/24/1996,TAKE BACK RETURN,AIR,line comment 3964
412,51,10,4,4,31980.46,0.04,N,O,12/11/1998,11/9/1998,12/22/1995,DELIVER IN PERSON,FOB,line comment 3965
933,104,5,5,37,74969.4,0.02,A,F,11/15/1993,1/9/1998,12/26/1997,NONE,MAIL,line comment 3966
114,174,8,6,29,22717.77,0.06,N,F,12/9/1995,5/13/1996,4/3/1998,COLLECT COD,RAIL,line comment 3967
1409,84,3,7,49,65443.74,0.08,A,F,5/10/1997,2/25/1998,10/26/1995,TAKE BACK RETURN,RAIL,line comment 3968
1108,12,8,1,33,63766.18,0.01,N,O,8/6/1997,7/8/1993,4/28/1993,DELIVER IN PERSON,TRUCK,line comment 3969
108,46,3,2,37,49908.73,0.08,N,O,7/10/1993,10/21/1995,10/28/1997,NONE,AIR,line comment 3970
704,82,3,3,9,23497.33,0.02,N,O,10/14/1995,6/27/1996,2/20/1994,COLLECT COD,SHIP,line comment 3971
303,190,1,4,22,69013.43,0.08,N,F,3/21/1994,11/23/1995,4/18/1993,NONE,RAIL,line comment 3972
713,41,6,5,6,92882.97,0.08,A,F,12/5/1995,2/4/1994,12/27/1997,TAKE BACK RETURN,SHIP,line comment 3973
1233,83,1,6,27,75444.63,0.04,A,O,5/26/1996,7/28/1997,8/28/1994,TAKE BACK RETURN,SHIP,line comment 3974
1458,26,5,7,44,102112.92,0.02,A,O,2/24/1995,2/11/1993,7/19/1997,DELIVER IN PERSON,SHIP,line comment 3975
928,11,10,1,16,85359.94,0.06,A,O,4/2/1996,8/25/1997,4/11/1994,COLLECT COD,MAIL,line comment 3976
1014,25,2,2,31,8335.58,0.05,N,F,8/30/1993,11/6/1995,10/3/1997,DELIVER IN PERSON,TRUCK,line comment 3977
1104,7,4,3,46,56309.47,0.1,A,O,7/10/1996,8/6/1994,3/2/1998,TAKE BACK RETURN,FOB,line comment 3978
1473,178,9,4,3,35896.74,0.1,A,F,11/7/1993,5/20/1995,10/28/1995,COLLECT COD,AIR,line comment 3979
1500,195,8,5,37,47881.28,0,N,O,3/10/1998,10/6/1998,1/14/1993,DELIVER IN PERSON,SHIP,line comment 3980
1493,176,10,6,6,27556.55,0.04,R,F,9/8/1997,5/20/1994,2/2/1993,NONE,AIR,line comment 3981
1427,175,9,7,9,99029.83,0.02,R,F,5/18/1993,3/17/1997,12/14/1994,COLLECT COD,MAIL,line comment 3982
612,43,2,1,17,59356.5,0.01,N,F,7/28/1995,11/29/1997,3/3/1996,TAKE BACK RETURN,TRUCK,line comment 3983
1438,82,2,2,21,90190.42,0.1,A,F,11/24/1994,3/23/1994,9/27/1996,TAKE BACK RETURN,RAIL,line comment 3984
464,39,2,3,30,97584.55,0.01,A,F,2/21/1996,9/23/1994,11/2/1995,TAKE BACK RETURN,AIR,line comment 3985
100,59,6,4,45,73763.82,0.01,A,O,1/27/1996,6/3/1993,6/10/1993,NONE,TRUCK,line comment 3986
1003,54,5,5,34,103457.97,0.01,N,F,10/2/1994,7/2/1998,9/12/1996,NONE,RAIL,line comment 3987
1472,182,1,6,15,103820.72,0.02,A,O,3/6/1995,8/3/1996,8/13/1993,COLLECT COD,MAIL,line comment 3988
297,20,4,7,40,53381.33,0,N,F,9/14/1994,5/6/1993,11/3/1995,NONE,AIR,line comment 3989
337,159,5,1,45,5220.13,0.08,N,O,7/26/1998,8/8/1997,7/26/1994,TAKE BACK RETURN,MAIL,line comment 3990
240,158,8,2,50,29450.5,0.01,A,O,2/21/1997,10/7/1996,9/26/1996,TAKE BACK RETURN,TRUCK,line comment 3991
1322,40,8,3,40,75886.26,0.01,A,F,6/12/1993,3/15/1995,4/27/1996,TAKE BACK RETURN,AIR,line comment 3992
273,136,1,4,27,81868.78,0.06,R,F,1/27/1994,7/26/1996,10/9/1994,DELIVER IN PERSON,RAIL,line comment 3993
815,29,6,5,3,73381.39,0.06,R,F,11/20/1993,4/18/1998,10/14/1996,TAKE BACK RETURN,AIR,line comment 3994
1245,38,9,6,7,22849.55,0.01,A,O,6/19/1994,2/5/1993,1/12/1996,COLLECT COD,AIR,line comment 3995
924,159,7,7,14,58227.04,0.06,R,F,11/5/1995,4/2/1996,12/26/1996,DELIVER IN PERSON,AIR,line comment 3996
688,154,9,1,33,34563.92,0.05,A,O,10/22/1998,5/5/1997,7/26/1993,NONE,MAIL,line comment 3997
1106,156,10,2,38,82500.86,0.1,A,F,12/4/1998,6/1/1996,2/21/1996,DELIVER IN PERSON,TRUCK,line comment 3998
1170,163,6,3,3,16097.73,0.08,A,F,5/24/1993,7/18/1993,11/15/1996,COLLECT COD,RAIL,line comment 3999
1018,120,8,4,37,55669.41,0,N,O,1/4/1993,12/24/1998,8/23/1998,DELIVER IN PERSON,SHIP,line comment 4000
794,120,8,5,15,2979.89,0.04,N,F,4/11/1995,8/1/1994,7/14/1998,COLLECT COD,SHIP,line comment 4001
1205,162,2,6,15,57164.65,0.01,N,O,1/13/1998,3/11/1997,6/22/1995,COLLECT COD,MAIL,line comment 4002
162,109,3,7,45,38096.74,0.05,R,F,5/29/1996,12/28/1994,7/16/1994,DELIVER IN PERSON,MAIL,line comment 4003
1335,70,5,1,43,86929.22,0.01,A,F,5/18/1996,3/5/1993,8/20/1994,NONE,AIR,line comment 4004
1094,24,1,2,27,73541.17,0,R,O,5/12/1997,10/8/1995,5/29/1998,TAKE BACK RETURN,REG AIR,line comment 4005
1270,163,6,3,38,88926.78,0.1,N,F,3/2/1993,6/1/1997,2/12/1993,TAKE BACK RETURN,MAIL,line comment 4006
1301,46,5,4,32,18790.1,0.05,N,F,9/24/1995,5/27/1996,3/25/1993,DELIVER IN PERSON,MAIL,line comment 4007
1344,194,5,5,5,47198.22,0.06,N,F,4/21/1995,10/12/1993,1/27/1996,NONE,SHIP,line comment 4008
170,41,9,6,3,9722.07,0,R,F,9/6/1995,10/19/1997,2/16/1998,TAKE BACK RETURN,SHIP,line comment 4009
423,196,3,7,25,31434.49,0.04,N,F,9/19/1995,11/12/1998,1/23/1994,TAKE BACK RETURN,FOB,line comment 4010
69,18,5,1,23,20731.51,0,R,O,4/18/1998,10/12/1998,4/8/1998,DELIVER IN PERSON,AIR,line comment 4011
546,100,8,2,41,74304.62,0.1,A,O,6/15/1994,1/1/1994,6/2/1996,TAKE BACK RETURN,SHIP,line comment 4012
360,61,3,3,11,35637.09,0,R,O,10/20/1998,8/11/1997,11/4/1997,NONE,REG AIR,line comment 4013
511,126,3,4,43,47493.86,0.1,R,O,9/1/1994,11/10/1994,12/22/1993,COLLECT COD,MAIL,line comment 4014
1059,104,10,5,9,32715.9,0,A,F,10/22/1993,7/14/1997,3/24/1993,NONE,TRUCK,line comment 4015
760,7,6,6,38,85499.21,0.02,A,F,10/31/1995,1/8/1997,11/16/1998,COLLECT COD,TRUCK,line comment 4016
409,71,4,7,6,95216.15,0.08,A,O,1/24/1994,10/2/1994,10/20/1996,DELIVER IN PERSON,MAIL,line comment 4017
554,122,7,1,21,90873.31,0.02,N,F,12/18/1997,5/1/1996,8/27/1993,NONE,MAIL,line comment 4018
769,40,7,2,18,12195.23,0.02,N,F,7/14/1996,8/13/1993,11/17/1995,TAKE BACK RETURN,SHIP,line comment 4019
626,119,7,3,16,3671.75,0,R,O,10/19/1994,1/2/1997,6/12/1995,DELIVER IN PERSON,AIR,line comment 4020
947,73,8,4,14,65070.41,0.1,R,F,5/10/1995,7/8/1995,7/13/1998,TAKE BACK RETURN,REG AIR,line comment 4021
527,44,8,5,31,95688.99,0.02,A,F,12/23/1994,10/23/1993,12/23/1994,TAKE BACK RETURN,REG AIR,line comment 4022
