orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
659,112,9,6,13,29421.31,0.04,0.06,N,F,10/20/1995,12/20/1997,10/17/1995,NONE,TRUCK,line comment 2847,100.99
950,100,3,7,10,31573.25,0.05,0,N,F,10/5/1997,4/3/1996,9/16/1995,DELIVER IN PERSON,FOB,line comment 2848,100.99
287,101,9,1,27,30663.46,0.05,0.02,N,F,4/4/1995,11/11/1998,6/2/1998,DELIVER IN PERSON,FOB,line comment 2849,100.99
214,108,3,2,47,99734.01,0.02,0.08,A,O,10/6/1996,7/2/1996,11/28/1996,NONE,FOB,line comment 2850,100.99
458,27,3,3,10,40192.1,0.1,0.06,R,O,4/23/1995,6/20/1994,3/20/1998,TAKE BACK RETURN,TRUCK,line comment 2851,100.99
517,67,8,4,15,28572.36,0.05,0,R,F,12/17/1997,1/16/1995,6/13/1994,NONE,TRUCK,line comment 2852,100.99
1214,46,2,5,40,42635.95,0.06,0,R,F,8/16/1997,10/23/1993,3/5/1998,DELIVER IN PERSON,MAIL,line comment 2853,100.99
672,67,8,6,24,72452.48,0.02,0.08,N,F,5/1/1996,1/30/1993,4/5/1993,NONE,AIR,line comment 2854,100.99
993,107,7,7,29,27933.89,0.06,0.08,R,F,6/28/1993,10/22/1998,5/6/1996,DELIVER IN PERSON,MAIL,line comment 2855,100.99
893,12,8,1,35,70248.29,0.01,0.02,A,O,2/12/1998,3/16/1995,12/5/1996,NONE,FOB,line comment 2856,100.99
260,74,9,2,12,67201.24,0.02,0.04,A,O,1/24/1997,5/4/1997,3/5/1993,COLLECT COD,SHIP,line comment 2857,100.99
638,105,2,3,16,33073.97,0.1,0.06,R,O,12/16/1996,2/27/1994,3/24/1994,DELIVER IN PERSON,REG AIR,line comment 2858,100.99
1289,44,10,4,7,31376.37,0.1,0.02,A,O,11/22/1993,7/7/1996,10/31/1998,NONE,SHIP,line comment 2859,100.99
940,122,2,5,36,103206.82,0,0,N,F,7/6/1994,6/30/1998,3/7/1994,NONE,TRUCK,line comment 2860,100.99
1210,25,8,6,42,53122.88,0.06,0.02,R,F,1/19/1993,6/20/1998,10/31/1995,DELIVER IN PERSON,FOB,line comment 2861,100.99
342,145,1,7,1,69262.76,0,0.08,R,F,10/18/1994,2/1/1994,5/13/1997,NONE,FOB,line comment 2862,100.99
952,108,5,1,48,31638.02,0.02,0.08,R,O,10/1/1995,8/31/1997,7/30/1996,TAKE BACK RETURN,MAIL,line comment 2863,100.99
656,108,3,2,34,2383.27,0.02,0.02,R,O,4/26/1997,2/24/1993,2/3/1993,NONE,FOB,line comment 2864,100.99
28,2,4,3,35,3576.64,0.01,0.08,N,O,9/26/1998,9/22/1996,3/11/1995,TAKE BACK RETURN,FOB,line comment 2865,100.99
1290,42,3,4,10,57727.39,0.08,0.08,N,O,5/17/1998,2/11/1993,2/4/1998,DELIVER IN PERSON,RAIL,line comment 2866,100.99
341,53,10,5,35,7405.33,0.08,0.08,R,F,11/28/1994,5/23/1997,11/17/1994,DELIVER IN PERSON,SHIP,line comment 2867,100.99
913,1,3,6,18,8089.28,0.01,0.08,R,O,9/1/1993,11/14/1994,6/16/1996,COLLECT COD,REG AIR,line comment 2868,100.99
628,150,3,7,36,43445.99,0.06,0.08,A,F,9/1/1995,4/1/1995,6/20/1998,NONE,FOB,line comment 2869,100.99
471,62,6,1,21,37436.89,0.01,0,R,F,7/31/1994,2/9/1998,9/1/1994,COLLECT COD,SHIP,line comment 2870,100.99
1358,154,1,2,26,69031.38,0.01,0.06,R,F,12/1/1993,6/23/1998,2/6/1997,COLLECT COD,RAIL,line comment 2871,100.99
1474,150,10,3,45,67101.32,0.08,0,A,O,1/19/1996,5/4/1996,9/22/1993,TAKE BACK RETURN,TRUCK,line comment 2872,100.99
951,153,9,4,37,35001.98,0.02,0,A,O,2/6/1995,1/31/1996,9/6/1996,NONE,FOB,line comment 2873,100.99
1052,72,6,5,6,85138.27,0.01,0.06,A,F,10/25/1994,6/5/1998,1/13/1996,NONE,RAIL,line comment 2874,100.99
1132,200,9,6,3,60865.79,0.02,0.06,R,F,1/24/1995,4/1/1993,7/14/1998,COLLECT COD,RAIL,line comment 2875,100.99
43,21,10,7,4,58902.42,0,0.04,R,F,2/15/1998,5/12/1995,8/11/1996,TAKE BACK RETURN,SHIP,line comment 2876,100.99
1429,195,6,1,44,16180.72,0.02,0.04,A,F,11/9/1996,8/11/1998,4/11/1993,NONE,TRUCK,line comment 2877,100.99
1423,168,9,2,39,76744.03,0,0,N,O,10/22/1996,5/15/1995,4/7/1997,COLLECT COD,SHIP,line comment 2878,100.99
10,35,6,3,46,20381.57,0.05,0.06,N,O,6/2/1993,5/30/1997,1/11/1998,COLLECT COD,SHIP,line comment 2879,100.99
969,177,8,4,45,28922.24,0.08,0,N,F,1/12/1997,12/22/1998,5/17/1998,TAKE BACK RETURN,SHIP,line comment 2880,100.99
683,113,3,5,30,41098.55,0,0.08,A,O,5/21/1995,1/23/1994,8/21/1993,DELIVER IN PERSON,REG AIR,line comment 2881,100.99
630,161,2,6,45,87211.89,0.04,0.04,A,O,2/28/1998,12/18/1995,7/6/1994,DELIVER IN PERSON,REG AIR,line comment 2882,100.99
706,117,4,7,10,17224.28,0,0.04,N,F,5/7/1998,2/6/1995,8/16/1998,TAKE BACK RETURN,TRUCK,line comment 2883,100.99
285,85,9,1,23,100533.06,0.06,0.04,R,F,11/22/1996,4/23/1997,1/14/1997,DELIVER IN PERSON,REG AIR,line comment 2884,100.99
1076,43,7,2,28,80207.43,0.05,0.08,R,F,5/8/1998,4/2/1994,7/8/1995,DELIVER IN PERSON,RAIL,line comment 2885,100.99
1313,68,6,3,4,19187.02,0.06,0.04,N,O,7/18/1997,3/16/1996,12/27/1997,NONE,MAIL,line comment 2886,100.99
13,74,2,4,38,28525.83,0.05,0.04,A,F,2/8/1998,3/4/1997,5/25/1993,NONE,REG AIR,line comment 2887,100.99
876,155,6,5,48,41025.52,0.04,0.06,A,O,6/15/1993,9/26/1993,11/11/1998,DELIVER IN PERSON,FOB,line comment 2888,100.99
746,168,10,6,26,68358.98,0.04,0.08,R,F,12/11/1997,2/19/1996,11/1/1994,COLLECT COD,FOB,line comment 2889,100.99
592,20,10,7,34,98624.51,0.04,0.02,A,F,9/14/1994,3/8/1998,12/23/1993,DELIVER IN PERSON,FOB,line comment 2890,100.99
604,50,7,1,1,90461.42,0.08,0.06,N,F,3/3/1998,1/11/1993,10/30/1998,NONE,FOB,line comment 2891,100.99
1175,198,5,2,10,46524.81,0.05,0.02,R,F,8/30/1997,4/22/1995,6/6/1996,TAKE BACK RETURN,TRUCK,line comment 2892,100.99
167,101,2,3,45,99590.86,0.04,0.08,A,F,9/8/1997,2/25/1998,4/19/1997,NONE,REG AIR,line comment 2893,100.99
388,21,10,4,21,55370.77,0,0.08,R,F,4/14/1996,10/28/1994,10/3/1993,TAKE BACK RETURN,AIR,line comment 2894,100.99
1359,17,3,5,37,77486.55,0,0.04,R,O,3/5/1995,2/26/1997,7/28/1996,TAKE BACK RETURN,SHIP,line comment 2895,100.99
1102,196,8,6,4,15460.93,0.05,0.04,R,F,2/13/1997,3/14/1997,1/21/1994,COLLECT COD,TRUCK,line comment 2896,100.99
496,116,4,7,34,10313.14,0,0.06,N,O,10/25/1998,11/28/1996,6/11/1996,DELIVER IN PERSON,MAIL,line comment 2897,100.99
414,46,6,1,48,25449.82,0.05,0.04,A,O,12/8/1994,1/12/1995,3/29/1996,NONE,SHIP,line comment 2898,100.99
1433,120,5,2,32,8970.2,0.01,0.06,N,F,1/4/1995,2/25/1994,3/5/1996,COLLECT COD,FOB,line comment 2899,100.99
421,26,8,3,27,21830.88,0.1,0,R,O,9/23/1994,6/16/1994,11/20/1998,DELIVER IN PERSON,RAIL,line comment 2900,100.99
608,71,4,4,25,1199.51,0.1,0.06,N,F,8/10/1995,8/28/1997,1/9/1993,COLLECT COD,REG AIR,line comment 2901,100.99
816,72,2,5,48,39956.37,0.04,0.02,A,F,2/10/1997,1/5/1995,7/22/1998,DELIVER IN PERSON,AIR,line comment 2902,100.99
551,174,4,6,11,35317.05,0.01,0.04,R,O,12/28/1993,4/29/1998,6/20/1994,COLLECT COD,REG AIR,line comment 2903,100.99
1496,191,5,7,25,96936.96,0.06,0,A,F,12/15/1995,11/26/1994,5/11/1997,DELIVER IN PERSON,REG AIR,line comment 2904,100.99
1342,121,3,1,49,15645.09,0.04,0.04,N,F,3/22/1996,5/26/1993,8/1/1996,NONE,AIR,line comment 2905,100.99
463,157,1,2,16,5629.96,0.08,0,N,F,4/20/1994,2/6/1997,12/15/1998,COLLECT COD,TRUCK,line comment 2906,100.99
106,130,8,3,24,88889.06,0.02,0.02,N,F,1/3/1996,9/12/1997,7/13/1995,COLLECT COD,SHIP,line comment 2907,100.99
760,152,9,4,24,99749.85,0.08,0.02,N,O,9/17/1998,12/4/1995,5/10/1995,TAKE BACK RETURN,SHIP,line comment 2908,100.99
1468,93,8,5,34,83121.09,0,0,A,O,11/15/1996,4/10/1995,11/19/1998,DELIVER IN PERSON,TRUCK,line comment 2909,100.99
2,148,5,6,40,102202.35,0.02,0.06,N,F,5/10/1997,10/29/1995,2/11/1998,NONE,RAIL,line comment 2910,100.99
845,174,7,7,7,48240.75,0.06,0,R,F,9/26/1996,10/14/1998,6/9/1993,TAKE BACK RETURN,SHIP,line comment 2911,100.99
414,44,5,1,35,98011.14,0.1,0.02,N,O,11/2/1994,10/30/1995,9/11/1995,DELIVER IN PERSON,RAIL,line comment 2912,100.99
77,110,10,2,26,25776.11,0.01,0.08,R,O,3/7/1994,10/6/1995,4/13/1997,COLLECT COD,SHIP,line comment 2913,100.99
102,40,9,3,38,9071.46,0.01,0.04,R,O,8/26/1994,7/2/1994,8/15/1994,COLLECT COD,MAIL,line comment 2914,100.99
1466,198,3,4,36,43680.95,0.01,0.04,A,F,1/9/1993,9/13/1996,5/5/1996,COLLECT COD,MAIL,line comment 2915,100.99
492,6,3,5,17,77714.23,0.02,0.02,N,O,3/22/1996,8/17/1993,3/3/1993,DELIVER IN PERSON,RAIL,line comment 2916,100.99
543,170,4,6,13,14365.4,0.02,0.08,R,O,10/22/1994,6/24/1998,1/28/1994,COLLECT COD,SHIP,line comment 2917,100.99
1303,125,7,7,15,79866.93,0.06,0.06,N,F,4/23/1994,10/29/1998,1/31/1996,TAKE BACK RETURN,REG AIR,line comment 2918,100.99
939,149,6,1,32,84123.94,0.05,0,N,F,2/4/1998,10/11/1993,2/1/1996,DELIVER IN PERSON,FOB,line comment 2919,100.99
804,63,4,2,13,927.77,0.1,0,R,O,8/9/1993,6/12/1994,6/11/1998,COLLECT COD,RAIL,line comment 2920,100.99
864,18,8,3,47,101788.2,0.08,0.06,A,O,11/3/1994,10/25/1997,2/6/1995,COLLECT COD,SHIP,line comment 2921,100.99
401,140,3,4,21,85352.4,0.1,0.06,A,F,2/7/1998,3/7/1995,8/21/1998,COLLECT COD,RAIL,line comment 2922,100.99
329,136,4,5,18,45867.98,0.02,0.02,N,O,2/2/1995,3/18/1995,8/11/1998,NONE,MAIL,line comment 2923,100.99
789,38,8,6,47,17895.44,0.06,0.08,A,O,4/25/1993,4/8/1996,6/23/1993,DELIVER IN PERSON,SHIP,line comment 2924,100.99
380,152,3,7,20,8642.38,0.05,0.04,R,F,10/20/1994,5/8/1997,12/19/1997,DELIVER IN PERSON,FOB,line comment 2925,100.99
1429,165,6,1,43,86652.21,0.04,0.08,N,F,7/18/1995,8/27/1997,10/3/1994,COLLECT COD,MAIL,line comment 2926,100.99
403,88,9,2,42,100211.08,0.05,0,A,O,12/14/1996,4/29/1995,11/10/1998,TAKE BACK RETURN,FOB,line comment 2927,100.99
1498,157,1,3,42,99047.62,0.06,0.08,R,O,11/23/1993,5/13/1993,1/3/1996,NONE,FOB,line comment 2928,100.99
1433,48,6,4,31,38504.55,0.06,0,R,O,9/15/1998,7/11/1995,1/16/1995,COLLECT COD,RAIL,line comment 2929,100.99
1235,78,9,5,1,51057.7,0.08,0,R,F,11/20/1997,2/13/1998,3/13/1996,TAKE BACK RETURN,REG AIR,line comment 2930,100.99
551,141,4,6,41,79273.59,0.02,0.08,A,F,2/6/1994,4/9/1997,1/27/1997,DELIVER IN PERSON,FOB,line comment 2931,100.99
1353,1,3,7,41,81133.73,0.02,0.02,R,O,2/20/1998,2/20/1997,12/19/1995,DELIVER IN PERSON,AIR,line comment 2932,100.99
841,46,5,1,8,78520.82,0,0.04,N,O,12/25/1996,9/28/1997,7/30/1997,TAKE BACK RETURN,TRUCK,line comment 2933,100.99
1165,103,5,2,42,53695,0.05,0,R,O,7/6/1996,10/15/1995,4/1/1995,TAKE BACK RETURN,AIR,line comment 2934,100.99
1465,40,1,3,18,18643.16,0.05,0.04,R,F,3/25/1995,1/14/1996,7/11/1995,COLLECT COD,TRUCK,line comment 2935,100.99
1425,171,4,4,41,7887.21,0.04,0.04,R,O,8/29/1993,11/15/1996,9/4/1994,NONE,MAIL,line comment 2936,100.99
1093,64,1,5,8,5375.26,0.01,0.04,A,F,8/12/1997,9/14/1995,11/16/1993,COLLECT COD,MAIL,line comment 2937,100.99
577,113,9,6,24,17905.22,0.08,0.04,R,O,12/25/1997,11/17/1997,12/1/1997,TAKE BACK RETURN,SHIP,line comment 2938,100.99
956,169,1,7,19,17894.04,0.08,0.02,R,O,6/1/1993,6/12/1993,10/11/1993,DELIVER IN PERSON,RAIL,line comment 2939,100.99
762,101,10,1,9,31524.57,0.05,0.08,A,F,2/7/1993,6/12/1994,3/6/1994,DELIVER IN PERSON,REG AIR,line comment 2940,100.99
525,150,2,2,33,51090.23,0,0,N,O,2/19/1996,12/5/1997,11/26/1994,COLLECT COD,REG AIR,line comment 2941,100.99
64,73,10,3,5,77061,0.05,0.08,A,O,12/10/1994,3/8/1993,8/24/1997,NONE,RAIL,line comment 2942,100.99
83,172,5,4,17,9806.53,0.01,0,A,O,2/21/1998,11/4/1993,4/30/1993,NONE,SHIP,line comment 2943,100.99
934,141,6,5,1,23481.64,0.06,0.08,N,F,10/5/1998,8/28/1997,3/5/1993,TAKE BACK RETURN,TRUCK,line comment 2944,100.99
1070,59,6,6,23,68270.54,0.05,0,N,F,12/21/1995,7/10/1997,3/28/1993,NONE,RAIL,line comment 2945,100.99
1404,40,2,7,18,75751.17,0.1,0.06,R,O,7/31/1993,5/10/1997,4/16/1994,DELIVER IN PERSON,SHIP,line comment 2946,100.99
198,66,4,1,8,13123.98,0.08,0.02,R,O,4/13/1998,12/15/1995,4/4/1994,DELIVER IN PERSON,TRUCK,line comment 2947,100.99
1294,66,8,2,7,68236.68,0.08,0.04,N,F,2/12/1993,11/25/1996,6/2/1995,DELIVER IN PERSON,AIR,line comment 2948,100.99
383,38,1,3,45,4649.27,0.04,0.06,R,O,11/1/1993,8/11/1996,5/11/1993,NONE,SHIP,line comment 2949,100.99
895,185,1,4,47,78689.35,0.05,0,A,F,10/21/1998,6/10/1994,7/24/1996,COLLECT COD,AIR,line comment 2950,100.99
153,152,2,5,16,43301.36,0.01,0,A,F,9/1/1995,8/30/1993,4/16/1993,DELIVER IN PERSON,MAIL,line comment 2951,100.99
1356,180,3,6,47,90531.94,0.1,0,A,F,7/10/1994,6/6/1996,11/11/1993,NONE,REG AIR,line comment 2952,100.99
729,68,4,7,38,90753.64,0.05,0.08,R,F,9/7/1994,6/30/1993,9/1/1994,TAKE BACK RETURN,TRUCK,line comment 2953,100.99
1454,111,10,1,17,67988.87,0.1,0.02,R,F,12/22/1998,2/15/1996,9/14/1993,DELIVER IN PERSON,RAIL,line comment 2954,100.99
1432,120,3,2,22,8190.79,0.02,0.08,R,O,7/10/1994,3/20/1993,10/12/1997,TAKE BACK RETURN,TRUCK,line comment 2955,100.99
940,130,2,3,32,65154.06,0.04,0.06,N,F,2/9/1998,1/13/1993,9/23/1998,COLLECT COD,SHIP,line comment 2956,100.99
1467,178,4,4,4,53270.13,0.04,0.04,N,O,12/7/1993,12/26/1996,2/5/1998,COLLECT COD,RAIL,line comment 2957,100.99
172,182,7,5,36,19659.25,0.04,0.06,A,O,4/28/1997,3/8/1993,12/4/1993,TAKE BACK RETURN,AIR,line comment 2958,100.99
782,165,7,6,10,62251.05,0.06,0,N,F,7/30/1994,9/30/1997,3/29/1994,DELIVER IN PERSON,AIR,line comment 2959,100.99
1164,47,8,7,2,58614.12,0,0.02,R,F,4/21/1993,6/6/1995,8/15/1997,DELIVER IN PERSON,AIR,line comment 2960,100.99
91,101,7,1,34,44332.56,0.04,0.02,A,F,11/20/1996,7/14/1998,10/20/1997,DELIVER IN PERSON,AIR,line comment 2961,100.99
1329,10,6,2,46,36315.35,0,0.08,N,O,4/19/1993,6/13/1995,6/26/1993,TAKE BACK RETURN,REG AIR,line comment 2962,100.99
74,90,6,3,40,20338.5,0,0.08,R,F,8/31/1998,6/30/1996,11/15/1993,NONE,AIR,line comment 2963,100.99
135,101,1,4,5,88741.43,0.05,0.02,R,O,9/8/1997,1/8/1995,6/23/1993,TAKE BACK RETURN,TRUCK,line comment 2964,100.99
846,127,9,5,6,61380.21,0.01,0.04,R,O,5/13/1995,8/29/1995,7/3/1994,DELIVER IN PERSON,TRUCK,line comment 2965,100.99
892,113,6,6,29,29938.61,0.01,0,R,O,5/13/1998,6/16/1993,2/18/1996,COLLECT COD,AIR,line comment 2966,100.99
913,91,3,7,32,36171.98,0.04,0,N,F,9/23/1996,8/3/1993,10/12/1995,TAKE BACK RETURN,RAIL,line comment 2967,100.99
1016,75,9,1,13,99417.46,0,0.02,R,F,10/5/1997,1/14/1997,6/9/1997,TAKE BACK RETURN,SHIP,line comment 2968,100.99
509,67,8,2,14,81228.85,0.06,0,R,O,7/16/1996,7/14/1994,7/27/1998,DELIVER IN PERSON,FOB,line comment 2969,100.99
1465,7,4,3,7,18669.69,0.1,0.08,R,O,7/3/1993,1/9/1993,4/19/1994,DELIVER IN PERSON,MAIL,line comment 2970,100.99
491,66,2,4,41,15811.08,0,0.08,R,O,9/16/1994,4/11/1993,3/16/1998,NONE,TRUCK,line comment 2971,100.99
817,22,10,5,46,55032.57,0.06,0,N,F,6/29/1997,6/12/1997,12/4/1995,NONE,SHIP,line comment 2972,100.99
1376,181,7,6,39,5891.92,0.04,0.08,A,O,3/29/1996,11/14/1997,8/2/1994,COLLECT COD,REG AIR,line comment 2973,100.99
215,5,6,7,11,103409.1,0.1,0.02,R,O,11/3/1997,11/25/1994,4/12/1997,DELIVER IN PERSON,REG AIR,line comment 2974,100.99
1477,85,10,1,12,55341.34,0.05,0.06,N,O,12/27/1996,12/13/1998,7/22/1996,TAKE BACK RETURN,FOB,line comment 2975,100.99
394,172,10,2,33,85003.77,0.05,0.08,R,F,6/9/1995,12/13/1996,2/19/1995,DELIVER IN PERSON,FOB,line comment 2976,100.99
841,22,5,3,3,19236.25,0.05,0.08,R,F,12/11/1997,7/6/1995,7/9/1995,TAKE BACK RETURN,MAIL,line comment 2977,100.99
1049,85,8,4,25,81136.8,0,0.08,R,O,9/11/1993,4/1/1998,6/7/1996,TAKE BACK RETURN,TRUCK,line comment 2978,100.99
1456,147,1,5,49,23382.48,0.04,0.04,N,O,1/7/1995,3/15/1996,11/11/1994,TAKE BACK RETURN,FOB,line comment 2979,100.99
1484,169,2,6,22,17243.12,0.04,0.04,R,O,6/25/1997,10/16/1994,4/2/1994,TAKE BACK RETURN,TRUCK,line comment 2980,100.99
41,97,7,7,26,77392.25,0.08,0,R,F,12/30/1993,8/19/1998,10/18/1994,NONE,MAIL,line comment 2981,100.99
1181,56,9,1,48,39348.52,0.08,0.04,R,F,6/20/1994,6/20/1993,5/16/1996,NONE,REG AIR,line comment 2982,100.99
397,135,4,2,22,2748.2,0.04,0.08,A,F,6/24/1997,3/25/1997,5/17/1997,DELIVER IN PERSON,FOB,line comment 2983,100.99
802,12,3,3,8,104841.1,0.05,0.08,A,F,12/16/1998,9/16/1996,7/12/1995,COLLECT COD,REG AIR,line comment 2984,100.99
1358,52,1,4,36,74741.68,0.04,0,R,O,11/12/1996,3/25/1998,3/4/1994,DELIVER IN PERSON,AIR,line comment 2985,100.99
47,20,6,5,19,74303.62,0.1,0.08,N,O,10/7/1997,9/5/1995,2/10/1996,NONE,RAIL,line comment 2986,100.99
711,70,2,6,12,63972.92,0.02,0.08,A,O,10/28/1995,3/28/1995,7/26/1998,DELIVER IN PERSON,SHIP,line comment 2987,100.99
49,118,5,7,42,52035.71,0.05,0.02,N,O,12/4/1996,7/7/1993,3/31/1995,NONE,AIR,line comment 2988,100.99
877,115,8,1,44,7098.27,0,0.06,R,F,9/14/1998,1/3/1993,5/22/1993,NONE,MAIL,line comment 2989,100.99
804,116,4,2,48,34059.09,0.08,0,N,F,6/20/1995,10/6/1993,1/8/1996,COLLECT COD,SHIP,line comment 2990,100.99
459,39,10,3,31,30121.49,0.06,0,R,F,11/15/1997,8/30/1997,9/21/1993,NONE,FOB,line comment 2991,100.99
854,78,9,4,50,83585.43,0.02,0.04,R,O,9/19/1995,12/23/1997,12/1/1998,COLLECT COD,REG AIR,line comment 2992,100.99
124,196,7,5,29,71777.8,0.1,0.06,N,F,4/12/1995,5/21/1997,5/1/1993,DELIVER IN PERSON,TRUCK,line comment 2993,100.99
628,7,1,6,43,27424.03,0.01,0.08,N,O,3/28/1997,9/3/1996,8/16/1997,COLLECT COD,AIR,line comment 2994,100.99
1066,64,9,7,44,35241.77,0.08,0.02,R,F,1/2/1998,5/15/1998,4/16/1997,NONE,SHIP,line comment 2995,100.99
580,89,2,1,1,14849.59,0.05,0.06,N,F,5/13/1994,1/22/1996,1/27/1993,COLLECT COD,FOB,line comment 2996,100.99
701,47,10,2,42,82249.99,0.08,0.04,N,F,11/3/1997,5/15/1998,1/22/1997,TAKE BACK RETURN,MAIL,line comment 2997,100.99
29,60,5,3,30,39381.31,0.05,0.04,A,O,11/25/1995,1/13/1998,1/19/1997,NONE,SHIP,line comment 2998,100.99
1405,13,10,4,16,42448.23,0.05,0.02,R,F,1/13/1995,5/18/1993,9/20/1996,NONE,SHIP,line comment 2999,100.99
1250,170,1,5,32,90966.17,0.06,0.08,N,F,4/3/1995,4/27/1997,11/5/1994,TAKE BACK RETURN,RAIL,line comment 3000,100.99
924,17,6,6,18,90135.93,0.06,0.02,A,O,10/29/1998,1/17/1996,12/28/1995,COLLECT COD,RAIL,line comment 3001,100.99
637,70,3,7,9,86529.97,0.1,0.02,R,O,7/26/1996,10/1/1994,11/30/1995,DELIVER IN PERSON,SHIP,line comment 3002,100.99
1105,183,8,1,45,45049.59,0.08,0.08,R,O,7/11/1993,11/11/1995,12/15/1994,TAKE BACK RETURN,MAIL,line comment 3003,100.99
719,115,9,2,20,46598.37,0.1,0,R,O,4/2/1994,5/22/1998,12/15/1993,NONE,TRUCK,line comment 3004,100.99
1002,55,7,3,8,88187.17,0.08,0.02,R,O,9/24/1993,8/19/1995,12/1/1998,TAKE BACK RETURN,MAIL,line comment 3005,100.99
815,109,7,4,5,31258.01,0.04,0,A,O,4/26/1994,10/4/1997,11/26/1994,NONE,REG AIR,line comment 3006,100.99
353,189,2,5,44,69677.21,0.08,0.06,A,O,5/30/1997,1/8/1995,7/2/1996,TAKE BACK RETURN,FOB,line comment 3007,100.99
830,167,9,6,41,66451.1,0.02,0.04,R,F,7/17/1998,6/23/1993,2/11/1998,DELIVER IN PERSON,TRUCK,line comment 3008,100.99
943,157,3,7,29,10472.84,0.05,0.08,R,F,1/11/1997,2/26/1997,12/8/1994,COLLECT COD,SHIP,line comment 3009,100.99
599,195,2,1,10,63086.05,0,0,N,F,2/14/1995,9/7/1995,10/26/1995,NONE,SHIP,line comment 3010,100.99
709,81,9,2,9,104495.01,0.1,0,N,O,9/26/1993,9/29/1993,4/9/1994,NONE,RAIL,line comment 3011,100.99
891,117,8,3,29,10480.81,0,0.06,A,F,4/17/1993,3/20/1995,4/25/1994,COLLECT COD,RAIL,line comment 3012,100.99
1134,51,4,4,26,94726.41,0.05,0.04,R,F,9/26/1995,10/23/1994,11/29/1996,NONE,RAIL,line comment 3013,100.99
182,9,2,5,15,100891.77,0.04,0.02,N,F,12/18/1994,5/13/1996,7/11/1997,TAKE BACK RETURN,SHIP,line comment 3014,100.99
1170,196,8,6,50,89948.4,0.01,0.04,R,O,1/7/1997,8/11/1995,1/26/1994,TAKE BACK RETURN,RAIL,line comment 3015,100.99
383,11,2,7,24,45495.35,0.02,0.04,R,O,3/15/1995,9/12/1996,6/9/1996,NONE,TRUCK,line comment 3016,100.99
1056,176,4,1,13,82641.94,0.1,0.08,R,F,9/22/1998,8/22/1995,9/14/1997,NONE,REG AIR,line comment 3017,100.99
398,193,3,2,20,75749.01,0.01,0,R,F,7/12/1997,3/2/1995,7/26/1994,DELIVER IN PERSON,TRUCK,line comment 3018,100.99
301,158,10,3,46,82507.21,0.05,0.02,N,O,4/21/1996,1/2/1994,12/18/1994,NONE,TRUCK,line comment 3019,100.99
1234,170,8,4,17,100476.72,0.06,0,A,O,10/31/1997,9/2/1993,4/29/1995,TAKE BACK RETURN,MAIL,line comment 3020,100.99
310,186,10,5,8,10722.26,0,0.02,A,O,9/27/1998,6/17/1993,3/6/1994,NONE,RAIL,line comment 3021,100.99
611,126,7,6,50,70246.46,0.06,0.08,N,F,12/2/1996,9/7/1993,5/10/1997,DELIVER IN PERSON,MAIL,line comment 3022,100.99
1398,179,5,7,3,33192.79,0,0,R,O,8/31/1996,11/21/1993,4/2/1995,DELIVER IN PERSON,AIR,line comment 3023,100.99
733,127,5,1,18,22877.81,0.04,0.06,N,O,1/4/1993,2/24/1994,3/18/1994,DELIVER IN PERSON,SHIP,line comment 3024,100.99
1400,122,10,2,18,60657.65,0.02,0.08,A,O,12/2/1993,4/2/1997,7/13/1993,DELIVER IN PERSON,MAIL,line comment 3025,100.99
1433,146,3,3,25,31364.97,0.1,0.06,N,F,7/22/1996,5/24/1996,4/16/1995,TAKE BACK RETURN,RAIL,line comment 3026,100.99
28,28,2,4,37,103917.4,0.01,0.06,R,O,10/31/1998,9/2/1997,3/15/1993,TAKE BACK RETURN,SHIP,line comment 3027,100.99
1245,127,4,5,14,64210.88,0.06,0.02,N,O,12/29/1995,1/13/1993,8/23/1997,DELIVER IN PERSON,RAIL,line comment 3028,100.99
452,46,6,6,24,21340.35,0.04,0,R,O,1/9/1997,6/16/1996,3/13/1993,NONE,FOB,line comment 3029,100.99
661,92,2,7,32,5396.19,0.08,0.04,A,F,9/15/1996,5/12/1995,10/30/1994,NONE,RAIL,line comment 3030,100.99
165,164,10,1,22,93739.68,0.1,0.04,N,F,2/13/1994,3/27/1995,2/7/1994,DELIVER IN PERSON,MAIL,line comment 3031,100.99
1020,113,1,2,33,67902.65,0.01,0.06,A,F,6/28/1997,9/28/1994,10/24/1993,NONE,REG AIR,line comment 3032,100.99
535,178,4,3,33,89393.97,0.08,0.08,A,F,6/25/1993,8/15/1994,2/27/1993,DELIVER IN PERSON,AIR,line comment 3033,100.99
992,132,4,4,33,71331.14,0.02,0.04,A,O,8/21/1996,2/25/1995,5/13/1998,DELIVER IN PERSON,MAIL,line comment 3034,100.99
755,142,9,5,29,49958.8,0.01,0.02,R,F,7/31/1993,10/29/1998,12/24/1996,COLLECT COD,REG AIR,line comment 3035,100.99
387,66,1,6,4,48441.79,0.1,0.08,A,F,11/15/1993,4/27/1994,1/27/1996,DELIVER IN PERSON,SHIP,line comment 3036,100.99
154,127,1,7,4,78274.07,0.01,0.02,N,O,5/2/1997,2/6/1996,10/10/1998,NONE,SHIP,line comment 3037,100.99
